"ABB.NS",908.00,"9/27/2010","2:43am",+27.65,878.60,922.75,878.60,252761
"ACC.NS",1012.95,"9/27/2010","2:43am",-1.65,1015.30,1032.50,1007.10,255830
"AMBUJACEM.NS",144.80,"9/27/2010","2:43am",-1.30,147.00,150.35,143.80,1998952
"AXISBANK.NS",1507.50,"9/27/2010","2:43am",+0.65,1519.95,1526.80,1493.20,792519
"BHEL.NS",2468.20,"9/27/2010","2:43am",+11.00,2472.00,2484.50,2458.6499,519420
"BPCL.NS",789.05,"9/27/2010","2:43am",-0.25,795.00,801.00,785.10,872816
"BHARTIART.NS",373.60,"9/27/2010","2:43am",+5.45,370.10,376.40,365.25,6160695
"CAIRN.NS",334.00,"9/27/2010","2:43am",+4.90,330.50,334.90,330.00,1667711
"CIPLA.NS",321.20,"9/27/2010","2:43am",+5.05,321.00,324.95,319.15,898399
"DLF.NS",369.90,"9/27/2010","2:43am",+4.65,370.15,375.40,367.00,7292403
"GAIL.NS",479.70,"9/27/2010","2:43am",+0.10,482.50,489.10,477.55,2170319
"HCLTECH.NS",418.50,"9/27/2010","2:43am",-2.95,421.50,426.00,416.75,462162
"HDFCBANK.NS",2439.00,"9/27/2010","2:43am",-56.25,2500.00,2510.80,2435.3999,713635
"HEROHONDA.NS",1862.95,"9/27/2010","2:43am",-0.80,1875.00,1888.00,1851.15,271364
"HINDALCO.NS",196.80,"9/27/2010","2:43am",+5.65,192.00,199.70,192.00,9084172
"HINDLEVER.NS",198.80,"7/18/2007","3:29am",0.00,N/A,N/A,N/A,0
"HDFC.NS",728.65,"9/27/2010","2:43am",-4.25,736.45,738.00,724.40,3763361
"ITC.NS",178.90,"9/27/2010","2:43am",-0.35,180.40,180.60,177.30,7278706
"ICICIBANK.NS",1116.15,"9/27/2010","2:43am",+2.05,1117.55,1130.85,1110.00,2705891
"IDEA.NS",76.90,"9/27/2010","2:43am",-0.45,78.00,78.40,76.15,2361331
"INFOSYSTC.NS",3033.6001,"9/27/2010","2:43am",-15.50,3055.00,3060.00,3023.3501,849571
"IDFC.NS",205.55,"9/27/2010","2:43am",-0.80,208.00,210.80,205.00,8696064
"JPASSOCIA.NS",121.65,"9/27/2010","2:43am",+0.25,122.00,124.50,121.50,9323651
"JINDALSTE.NS",700.50,"9/27/2010","2:43am",+7.10,698.60,704.00,695.60,1409693
"KOTAKBANK.NS",486.50,"9/27/2010","2:43am",+2.50,484.00,494.90,483.55,1166940
"LT.NS",2022.00,"9/27/2010","2:43am",+2.85,2054.70,2054.70,2021.40,1111208
"M&M.NS",694.95,"9/27/2010","2:43am",+4.00,700.00,704.00,689.60,1155261
"MARUTI.NS",1479.55,"9/27/2010","2:43am",-2.20,1494.00,1495.00,1472.00,339618
"NTPC.NS",214.80,"9/27/2010","2:43am",+5.50,209.50,215.70,209.20,8199001
"ONGC.NS",1459.75,"9/27/2010","2:43am",+22.65,1445.00,1467.10,1439.50,987377
"POWERGRID.NS",105.95,"9/27/2010","2:43am",+0.40,107.10,107.10,105.30,830198
"PNB.NS",1301.95,"9/27/2010","2:43am",+16.60,1299.80,1311.00,1287.00,185828
"RANBAXY.NS",568.00,"9/27/2010","2:43am",-2.45,572.20,580.00,566.30,1003106
"RELCAPITA.NS",811.90,"9/27/2010","2:43am",+0.10,819.00,824.50,809.20,849013
"RCOM.NS",169.70,"9/27/2010","2:43am",+0.05,170.50,171.80,169.20,2604339
"RELIANCE.NS",1010.15,"9/27/2010","2:43am",+8.50,1008.00,1019.90,1005.10,3491446
"RELINFRA.NS",1082.00,"9/27/2010","2:43am",+6.45,1076.50,1094.00,1076.50,594989
"RPOWER.NS",160.90,"9/27/2010","2:43am",-0.10,161.00,163.50,160.60,816227
"SIEMENS.NS",787.50,"9/27/2010","2:43am",+1.35,790.00,795.00,785.00,258013
"SBIN.NS",3181.20,"9/27/2010","2:43am",+39.80,3145.00,3199.8501,3145.00,1117641
"SAIL.NS",207.35,"9/27/2010","2:43am",+1.40,207.00,208.80,205.50,2202690
"STER.NS",178.60,"9/27/2010","2:43am",+6.15,174.00,178.95,173.70,6212508
"SUNPHARMA.NS",1945.00,"9/27/2010","2:43am",+23.80,1947.25,1961.95,1937.10,140541
"SUZLON.NS",53.35,"9/27/2010","2:43am",-1.00,54.90,55.10,53.30,8212548
"TCS.NS",928.15,"9/27/2010","2:43am",-3.80,935.00,941.45,922.00,1573389
"TATAMOTOR.NS",1084.60,"9/27/2010","2:43am",+11.70,1090.50,1095.00,1070.30,1965570
"TATAPOWER.NS",1345.50,"9/27/2010","2:43am",+16.60,1329.05,1356.70,1310.25,321618
"TATASTEEL.NS",646.40,"9/27/2010","2:43am",+16.45,635.50,649.50,634.20,6668298
"UNITECH.NS",86.90,"9/27/2010","2:43am",+1.35,87.00,88.60,85.45,27867700
"WIPRO.NS",444.70,"9/27/2010","2:43am",-2.35,448.30,452.00,442.95,901641
